	line	token	lemma	pos
41819	7866	geslechte	geslacht	NOU-C(number=sg)
41820	7867	Volgden	volgen	VRB(finiteness=fin,tense=past)
41821	7867	si	zij	PD(type=pers,position=free)
41822	7867	daer	daar	ADV(type=pron)
41823	7867	na	na	ADV(type=pron)
41824	7867	wale	wel	ADV(type=reg)
41825	7868	Hier	hier	ADV(type=reg)
41826	7868	latic	laten+ik	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)
41827	7868	van	van	ADP(type=pre)
41828	7868	hen	zij	PD(type=pers,position=free)
41829	7868	die	die	PD(type=d-p,subtype=art,position=prenom)
41830	7868	tale	taal	NOU-C(number=sg)
41831	7869	Ende	en	CONJ(type=coor)
41832	7869	van	van	ADP(type=pre)
41833	7869	den	de	PD(type=d-p,subtype=art,position=prenom)
41834	7869	grave	graf	NOU-C(number=sg)
41835	7869	van	van	ADP(type=pre)
41836	7869	Vianen	Vianen	NOU-P
41837	7870	Ende	en	CONJ(type=coor)
41838	7870	wille	willen	VRB(finiteness=fin,tense=pres)
41839	7870	dire	duur	AA(degree=comp,position=free)
41840	7870	bester	bester	AA(degree=comp,position=free)
41841	7870	niet	niet	ADV(type=reg)
41842	7870	vermanen	vermanen	VRB(finiteness=inf)
41843	7871	Van	van	ADP(type=pre)
41844	7871	vromicheiden	vromigheid	NOU-C(number=pl)
41845	7871	ende	en	CONJ(type=coor)
41846	7871	van	van	ADP(type=pre)
41847	7871	namen	naam	NOU-C(number=sg)
41848	7872	Die	die	PD(type=d-p,position=free)
41849	7872	daer	daar	ADV(type=reg)
41850	7872	metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
41851	7872	hertoge	hertog	NOU-C(number=sg)
41852	7872	quamen	komen	VRB(finiteness=fin,tense=past)
41853	7873	Di	du	PD(type=pers,position=free)
41854	7873	eeste	eisen	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)
41855	7873	es	zijn	VRB(finiteness=fin,tense=pres)
41856	7873	van	van	ADP(type=pre)
41857	7873	rechter	recht	AA(degree=pos,position=prenom)
41858	7873	scout	scout	NOU-C(number=sg)
41859	7874	Sculdich	schuldig	AA(degree=pos,position=free)
41860	7874	enen	een	PD(type=indef,subtype=art,position=prenom)
41861	7874	riddere	ridder	NOU-C(number=sg)
41862	7874	stout	stout	AA(degree=pos,position=postnom)
41863	7875	Diere	dier	NOU-C(number=sg)
41864	7875	gout	goud	NOU-C(number=sg)
41865	7875	daer	daar	ADV(type=reg)
41866	7875	wale	wel	ADV(type=reg)
41867	7875	twee	twee	NUM(type=card,position=free,representation=let)
41868	7876	Dat	dat	PD(type=d-p,position=free)
41869	7876	in	in	ADP(type=pre)
41870	7876	en	ne	ADV(type=reg)
41871	7876	geen	geen	PD(type=indef,subtype=oth,position=prenom)
41872	7876	side	zijde	NOU-C(number=sg)
41873	7876	van	van	ADP(type=pre)
41874	7876	der	de	PD(type=d-p,subtype=art,position=prenom)
41875	7876	zee	zee	NOU-C(number=sg)
41876	7877	Nie	nie	ADV(type=reg)
41877	7877	en	ne	ADV(type=reg)
41878	7877	wert	worden	VRB(finiteness=fin,tense=past)
41879	7877	op	op	ADP(type=pre)
41880	7877	ene	een	PD(type=indef,subtype=art,position=prenom)
41881	7877	stat	stad	NOU-C(number=sg)
41882	7878	Van	van	ADP(type=pre)
41883	7878	ridderscape	ridderschap	NOU-C(number=sg)
41884	7878	betaelt	betalen	VRB(finiteness=pastpart)
41885	7878	bat	bet	ADV(type=reg)
41886	7879	Dan	dan	CONJ(type=sub)
41887	7879	si	zij	PD(type=pers,position=free)
41888	7879	voor	voor	ADP(type=pre)
41889	7879	Woeronc	woerong	NOU-C(number=sg)
41890	7879	alle	al	PD(type=indef,position=free)
41891	7879	beide	beide	PD(type=indef,position=free)
41892	7880	Betaelden	betalen	VRB(finiteness=fin,tense=past)
41893	7880	met	met	ADP(type=pre)
41894	7880	vromicheiden	vromigheid	NOU-C(number=pl)
41895	7881	Van	van	ADP(type=pre)
41896	7881	Dieste	dest	PD(type=d-p,subtype=oth,position=prenom)
41897	7881	vader	vader	NOU-C(number=sg)
41898	7881	ende	en	CONJ(type=coor)
41899	7881	sone	zoon	NOU-C(number=sg)
41900	7882	Want	want	CONJ(type=coor)
41901	7882	kinlike	kinnelijk	ADV(type=reg)
41902	7882	ene	een	PD(type=indef,subtype=art,position=prenom)
41903	7882	lange	lang	AA(degree=pos,position=prenom)
41904	7882	done	deun	NOU-C(number=sg)
41905	7883	Weder	weder	ADV(type=reg)
41906	7883	stont	staan	VRB(finiteness=fin,tense=past)
41907	7883	op	op	ADP(type=pre)
41908	7883	hen	zij	PD(type=pers,position=free)
41909	7883	tween	twee	NUM(type=card,position=free,representation=let)
41910	7884	Doen	doen	VRB(finiteness=fin,tense=pres)
41911	7884	die	die	PD(type=d-p,subtype=art,position=prenom)
41912	7884	sege	zege	NOU-C(number=sg)
41913	7884	in	in	ADP(type=pre)
41914	7884	twivele	twijfel	NOU-C(number=sg)
41915	7884	sceen	schijnen	VRB(finiteness=fin,tense=pres)
41916	7885	Die	die	PD(type=d-p,subtype=art,position=prenom)
41917	7885	strijt	strijd	NOU-C(number=sg)
41918	7885	al	al	ADV(type=reg)
41919	7885	met	met	ADP(type=pre)
41920	7885	ghewout	gewoud	NOU-C(number=sg)
41921	7886	Want	want	CONJ(type=coor)
41922	7886	van	van	ADP(type=pre)
41923	7886	Dieste	diest	NOU-C(number=sg)
41924	7886	her	her	NOU-C(number=sg)
41925	7886	Arnout	Arnoud	NOU-P
41926	7887	Ende	en	CONJ(type=coor)
41927	7887	sijn	zijn	PD(type=poss,position=prenom)
41928	7887	sone	zoon	NOU-C(number=sg)
41929	7887	her	her	NOU-C(number=sg)
41930	7887	Geraert	Geraard	NOU-P
41931	7888	Daer	daar	ADV(type=pron)
41932	7888	aldus	aldus	ADV(type=reg)
41933	7888	die	die	PD(type=d-p,subtype=art,position=prenom)
41934	7888	perse	pers	NOU-C(number=sg)
41935	7888	op	op	ADV(type=pron)
41936	7888	waert	worden	VRB(finiteness=fin,tense=past)
41937	7889	Van	van	ADP(type=pre)
41938	7889	den	de	PD(type=d-p,subtype=art,position=prenom)
41939	7889	stride	strijd	NOU-C(number=sg)
41940	7889	wederstaen	wederstaan	VRB(finiteness=pastpart)
41941	7890	Hadden	hebben	VRB(finiteness=fin,tense=past)
41942	7890	hen	zij	PD(type=pers,position=free)
41943	7890	ieghen	jegen	ADV(type=reg)
41944	7890	sonder	zonder	ADP(type=pre)
41945	7890	waen	waan	NOU-C(number=sg)
41946	7891	Die	die	PD(type=d-p,subtype=art,position=prenom)
41947	7891	vroemste	vroemste	NOU-C(number=sg)
41948	7891	die	die	PD(type=d-p,position=free)
41949	7891	mochten	mogen	VRB(finiteness=fin,tense=past)
41950	7891	sijn	zijn	PD(type=poss,position=prenom)
41951	7892	Daer	daar	ADV(type=pron)
41952	7892	bi	bij	ADV(type=pron)
41953	7892	bleef	blijven	VRB(finiteness=fin,tense=past)
41954	7892	Bastijn	bastijn	NOU-C(number=sg)
41955	7893	Van	van	ADP(type=pre)
41956	7893	Nedermolen	Nedermolen	NOU-P
41957	7893	die	die	PD(type=d-p,subtype=art,position=prenom)
41958	7893	sariant	sergeant	NOU-C(number=sg)
41959	7894	Die	die	PD(type=d-p,position=free)
41960	7894	die	die	PD(type=d-p,subtype=art,position=prenom)
41961	7894	baniere	banier	NOU-C(number=sg)
41962	7894	in	in	ADP(type=pre)
41963	7894	die	die	PD(type=d-p,subtype=art,position=prenom)
41964	7894	hant	hand	NOU-C(number=sg)
41965	7895	Voerde	voeren	VRB(finiteness=fin,tense=past)
41966	7895	van	van	ADP(type=pre)
41967	7895	Diest	Diest	NOU-P
41968	7895	doet	dood	AA(degree=pos,position=free)
41969	7895	gesteken	steken	VRB(finiteness=pastpart)
41970	7896	Doen	doen	VRB(finiteness=inf)
41971	7896	des	de	PD(type=d-p,subtype=art,position=prenom)
41972	7896	seriants	sergeant	NOU-C(number=sg)
41973	7896	moeste	moeten	VRB(finiteness=fin,tense=past)
41974	7896	gebreken	gebreken	VRB(finiteness=inf)
41975	7897	Viel	vallen	VRB(finiteness=fin,tense=past)
41976	7897	die	die	PD(type=d-p,subtype=art,position=prenom)
41977	7897	baniere	banier	NOU-C(number=sg)
41978	7897	van	van	ADP(type=pre)
41979	7897	Diest	Diest	NOU-P
41980	7897	neder	nijden	VRB(finiteness=fin,tense=past)
41981	7898	Maer	maar	CONJ(type=coor)
41982	7898	die	die	PD(type=d-p,position=free)
41983	7898	wert	worden	VRB(finiteness=fin,tense=past)
41984	7898	op	opsteken	VRB(finiteness=pastpart)
41985	7898	gehouden	houden	VRB(finiteness=pastpart)
41986	7898	weder	weder	ADV(type=reg)
41987	7899	Alsoe	alzo	ADV(type=reg)
41988	7899	vromelike	vromelijk	ADV(type=reg)
41989	7899	ter	ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
41990	7899	vaert	vaart	NOU-C(number=sg)
41991	7900	Dat	dat	CONJ(type=sub)
41992	7900	si	zij	PD(type=pers,position=free)
41993	7900	doen	toen	ADV(type=reg)
41994	7900	bleef	blijven	VRB(finiteness=fin,tense=past)
41995	7900	die	die	PD(type=d-p,subtype=art,position=prenom)
41996	7900	standaert	standaard	NOU-C(number=sg)
41997	7901	Van	van	ADP(type=pre)
41998	7901	Brabant	Brabant	NOU-P
41999	7901	daer	daar	ADV(type=pron)
42000	7901	die	die	PD(type=d-p,subtype=art,position=prenom)
42001	7901	strijt	strijd	NOU-C(number=sg)
42002	7902	Op	op	ADV(type=reg)
42003	7902	weder	weder	ADV(type=reg)
42004	7902	stont	staan	VRB(finiteness=fin,tense=past)
42005	7902	te	te	ADP(type=pre)
42006	7902	dire	duur	AA(degree=pos,position=prenom)
42007	7902	tijt	tijd	NOU-C(number=sg)
42008	7903	Dat	dat	CONJ(type=sub)
42009	7903	die	die	PD(type=d-p,subtype=art,position=prenom)
42010	7903	hertoge	hertog	NOU-C(number=sg)
42011	7903	was	zijn	VRB(finiteness=fin,tense=past)
42012	7903	verladen	verladen	VRB(finiteness=pastpart)
42013	7904	Want	want	CONJ(type=coor)
42014	7904	doen	toen	ADV(type=reg)
42015	7904	stonden	staan	VRB(finiteness=fin,tense=past)
42016	7904	si	zij	PD(type=pers,position=free)
42017	7904	in	in	ADP(type=pre)
42018	7904	staden	stade	NOU-C(number=sg)
42019	7905	Dien	dat	PD(type=d-p,subtype=oth,position=prenom)
42020	7905	hertoge	hertog	NOU-C(number=sg)
42021	7905	haren	haar	PD(type=poss,position=prenom)
42022	7905	heere	heer	NOU-C(number=sg)
42023	7906	Alsoe	alzo	ADV(type=reg)
42024	7906	wel	wel	ADV(type=reg)
42025	7906	ende	en	CONJ(type=coor)
42026	7906	alsoe	alzo	ADV(type=reg)
42027	7906	seere	zeer	ADV(type=reg)
42028	7907	Ende	en	CONJ(type=coor)
42029	7907	alle	al	PD(type=indef,position=free)
42030	7907	die	die	PD(type=d-p,position=free)
42031	7907	van	van	ADP(type=pre)
42032	7907	Brabant	Brabant	NOU-P
42033	7908	Dat	dat	CONJ(type=sub)
42034	7908	men	men	PD(type=pers,position=free)
42035	7908	riddere	ridder	NOU-C(number=sg)
42036	7908	nie	nie	ADV(type=reg)
42037	7908	en	ne	ADV(type=reg)
42038	7908	vant	vinden	VRB(finiteness=fin,tense=past)
42039	7909	Van	van	ADP(type=pre)
42040	7909	meeren	maar	NOU-C(number=sg)
42041	7909	daden	doen	VRB(finiteness=fin,tense=past)
42042	7909	eer	eer	NOU-C(number=sg)
42043	7909	noch	noch	CONJ(type=coor)
42044	7909	oec	ook	ADV(type=reg)
42045	7909	sint	zijn	VRB(finiteness=fin,tense=pres)
42046	7910	Dan	dan	CONJ(type=sub)
42047	7910	daer	daar	ADV(type=reg)
42048	7910	vader	vader	NOU-C(number=sg)
42049	7910	ende	en	CONJ(type=coor)
42050	7910	kint	kind	NOU-C(number=sg)
42051	7911	Van	van	ADP(type=pre)
42052	7911	Dieste	Diest	NOU-P
42053	7911	waren	zijn	VRB(finiteness=fin,tense=past)
42054	7911	alle	al	PD(type=indef,position=free)
42055	7911	beide	beide	PD(type=indef,position=free)
42056	7912	Den	de	PD(type=d-p,subtype=art,position=prenom)
42057	7912	vader	vader	NOU-C(number=sg)
42058	7912	wert	worden	VRB(finiteness=fin,tense=past)
42059	7912	sijn	zijn	PD(type=poss,position=prenom)
42060	7912	gereide	gerei	NOU-C(number=sg)
42061	7913	Afgedrongen	afdringen	VRB(finiteness=pastpart)
42062	7913	in	in	ADP(type=pre)
42063	7913	die	die	PD(type=d-p,subtype=art,position=prenom)
42064	7913	porsse	pers	NOU-C(number=sg)
42065	7914	Nochtan	nochtan	ADV(type=reg)
42066	7914	bleef	blijven	VRB(finiteness=fin,tense=past)
42067	7914	hi	hij	PD(type=pers,position=free)
42068	7914	sinen	zijn	PD(type=poss,position=prenom)
42069	7914	orsse	ros	NOU-C(number=sg)
42070	7915	Al	al	ADV(type=reg)
42071	7915	bloot	bloot	AA(degree=pos,position=free)
42072	7915	sittende	zitten	VRB(finiteness=prespart)
42073	7915	op	op	ADP(type=pre)
42074	7915	den	de	PD(type=d-p,subtype=art,position=prenom)
42075	7915	rugge	rug	NOU-C(number=sg)
42076	7916	Alsoe	alzo	ADV(type=reg)
42077	7916	dapper	dapper	AA(degree=pos,position=free)
42078	7916	ende	en	CONJ(type=coor)
42079	7916	alsoe	alzo	ADV(type=reg)
42080	7916	vlugge	vlug	AA(degree=pos,position=free)
42081	7917	Dat	dat	CONJ(type=sub)
42082	7917	nye	nie	ADV(type=reg)
42083	7917	man	man	PD(type=indef,position=free)
42084	7917	om	om	ADP(type=pre)
42085	7917	die	die	PD(type=d-p,subtype=art,position=prenom)
42086	7917	sake	sake	NOU-C(number=sg)
42087	7918	Dat	dat	CONJ(type=sub)
42088	7918	hi	hij	PD(type=pers,position=free)
42089	7918	sat	zitten	VRB(finiteness=fin,tense=past)
42090	7918	tonghemake	te+ontgemaken	ADP(type=pre)+VRB(finiteness=inf)
42091	7919	In	in	ADP(type=pre)
42092	7919	sire	zijn	PD(type=poss,position=prenom)
42093	7919	viande	vijand	NOU-C(number=sg)
42094	7919	side	zijde	NOU-C(number=sg)
42095	7920	Doen	toen	CONJ(type=sub)
42096	7920	hise	hij+zij	PD(type=pers,position=free)+PD(type=pers,position=free)
42097	7920	sochte	zoeken	VRB(finiteness=fin,tense=past)
42098	7920	met	met	ADP(type=pre)
42099	7920	stride	strijd	NOU-C(number=sg)
42100	7921	Sijns	zijne	NOU-C(number=sg)
42101	7921	te	te	ADV(type=reg)
42102	7921	sekerre	zeker	AA(degree=pos,position=free)
42103	7921	verbeidde	verbeiden	VRB(finiteness=fin,tense=past)
42104	7922	Want	want	CONJ(type=coor)
42105	7922	waer	waar	ADV(type=reg)
42106	7922	den	de	PD(type=d-p,subtype=art,position=prenom)
42107	7922	sone	zoon	NOU-C(number=sg)
42108	7922	die	die	PD(type=d-p,subtype=art,position=prenom)
42109	7922	vader	vader	NOU-C(number=sg)
42110	7922	leidde	leiden	VRB(finiteness=fin,tense=past)
42111	7923	Metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42112	7923	breidele	breidel	NOU-C(number=sg)
42113	7923	daer	daar	ADV(type=pron)
42114	7923	en	ne	ADV(type=reg)
42115	7923	mochten	mogen	VRB(finiteness=fin,tense=past)
42116	7924	Die	die	PD(type=d-p,position=free)
42117	7924	ghene	gene	PD(type=d-p,position=free)
42118	7924	die	die	PD(type=d-p,position=free)
42119	7924	si	zij	PD(type=pers,position=free)
42120	7924	ane	eindigen	VRB(finiteness=fin,tense=past)
42121	7924	vochten	vechten	VRB(finiteness=fin,tense=past)
42122	7925	Int	in+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42123	7925	dueren	duren	NOU-C(number=sg)
42124	7925	niet	niet	ADV(type=reg)
42125	7925	ieghen	jegen	VRB(finiteness=inf)
42126	7925	staen	staan	VRB(finiteness=inf)
42127	7926	Nochtan	nochtan	ADV(type=reg)
42128	7926	waren	zijn	VRB(finiteness=fin,tense=past)
42129	7926	sonder	zonder	ADP(type=pre)
42130	7926	waen	waan	NOU-C(number=sg)
42131	7927	Die	die	PD(type=d-p,position=free)
42132	7927	ghene	gene	PD(type=d-p,position=free)
42133	7927	daer	daar	ADV(type=pron)
42134	7927	si	zij	PD(type=pers,position=free)
42135	7927	ieghen	jegen	ADV(type=pron)
42136	7927	streden	strijden	VRB(finiteness=fin,tense=past)
42137	7928	Die	die	PD(type=d-p,subtype=art,position=prenom)
42138	7928	vroemste	vroemste	NOU-C(number=sg)
42139	7928	die	die	PD(type=d-p,position=free)
42140	7928	nie	nie	ADV(type=reg)
42141	7928	ors	zij	PD(type=pers,position=free)
42142	7928	bescreden	beschrijden	VRB(finiteness=fin,tense=past)
42143	7929	Al	al	CONJ(type=sub)
42144	7929	bleven	blijven	VRB(finiteness=fin,tense=past)
42145	7929	si	zij	PD(type=pers,position=free)
42146	7929	vore	voor	ADP(type=pre)
42147	7929	hen	zij	PD(type=pers,position=free)
42148	7929	onder	onder	ADV(type=reg)
42149	7930	Daer	daar	ADV(type=pron)
42150	7930	bi	bij	ADV(type=pron)
42151	7930	mach	mogen	VRB(finiteness=fin,tense=pres)
42152	7930	men	men	PD(type=pers,position=free)
42153	7930	groot	groot	AA(degree=pos,position=prenom)
42154	7930	wonder	wonder	NOU-C(number=sg)
42155	7931	Van	van	ADP(type=pre)
42156	7931	dien	dat	PD(type=d-p,position=free)
42157	7931	van	van	ADP(type=pre)
42158	7931	Dieste	Diest	NOU-P
42159	7931	tellen	tellen	VRB(finiteness=inf)
42160	7932	Want	want	CONJ(type=coor)
42161	7932	en	ne	ADV(type=reg)
42162	7932	constense	kunnen+zij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
42163	7932	ghevellen	gevellen	VRB(finiteness=inf)
42164	7933	Noch	nog	ADV(type=reg)
42165	7933	met	met	ADP(type=pre)
42166	7933	crachte	kracht	NOU-C(number=sg)
42167	7933	bringen	brengen	VRB(finiteness=inf)
42168	7933	ter	ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42169	7933	erden	aarde	NOU-C(number=sg)
42170	7934	Die	die	PD(type=d-p,subtype=art,position=prenom)
42171	7934	beste	goed	AA(degree=sup,position=prenom)
42172	7934	die	die	PD(type=d-p,position=free)
42173	7934	met	met	ADP(type=pre)
42174	7934	swerden	zwaard	NOU-C(number=pl)
42175	7935	Des	de	PD(type=d-p,subtype=art,position=prenom)
42176	7935	daegs	dag	NOU-C(number=sg)
42177	7935	opt	op+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42178	7935	velt	veld	NOU-C(number=sg)
42179	7935	ten	ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42180	7935	stride	strijd	NOU-C(number=sg)
42181	7935	quamen	komen	VRB(finiteness=fin,tense=past)
42182	7936	Maer	maar	CONJ(type=coor)
42183	7936	dat	dat	PD(type=d-p,position=free)
42184	7936	es	zijn	VRB(finiteness=fin,tense=pres)
42185	7936	waer	waar	AA(degree=pos,position=free)
42186	7936	si	zij	PD(type=pers,position=free)
42187	7936	namen	nemen	VRB(finiteness=fin,tense=past)
42188	7937	Die	die	PD(type=d-p,position=free)
42189	7937	van	van	ADP(type=pre)
42190	7937	Dieste	dest	PD(type=d-p,subtype=oth,position=prenom)
42191	7937	scade	schade	NOU-C(number=sg)
42192	7937	groot	groot	AA(degree=pos,position=free)
42193	7938	Want	want	CONJ(type=coor)
42194	7938	bi	bij	ADP(type=pre)
42195	7938	hen	zij	PD(type=pers,position=free)
42196	7938	bleef	blijven	VRB(finiteness=fin,tense=past)
42197	7938	haer	haar	PD(type=poss,position=prenom)
42198	7938	neve	neef	NOU-C(number=sg)
42199	7938	doot	dood	AA(degree=pos,position=free)
42200	7939	Een	een	PD(type=indef,subtype=art,position=prenom)
42201	7939	vromich	vromig	AA(degree=pos,position=prenom)
42202	7939	ridder	ridder	NOU-C(number=sg)
42203	7939	ende	en	CONJ(type=coor)
42204	7939	een	een	PD(type=indef,subtype=art,position=prenom)
42205	7939	stout	stout	AA(degree=pos,position=prenom)
42206	7940	Van	van	ADP(type=pre)
42207	7940	Zeelleem	Zeelaem	NOU-P
42208	7940	her	her	NOU-C(number=sg)
42209	7940	Aernout	Aernoud	NOU-P
42210	7941	Sire	zijn	PD(type=poss,position=prenom)
42211	7941	sielen	ziel	NOU-C(number=sg)
42212	7941	hebbe	hebben	VRB(finiteness=fin,tense=pres)
42213	7941	God	God	NOU-P
42214	7941	ghenade	genade	NOU-C(number=sg)
42215	7942	Hier	hier	ADV(type=pron)
42216	7942	mede	mede	ADV(type=pron)
42217	7942	willic	willen+ik	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)
42218	7942	die	die	PD(type=d-p,subtype=art,position=prenom)
42219	7942	dade	daad	NOU-C(number=sg)
42220	7943	Van	van	ADP(type=pre)
42221	7943	dien	dat	PD(type=d-p,position=free)
42222	7943	van	van	ADP(type=pre)
42223	7943	Dieste	Diest	NOU-P
42224	7943	laten	laten	VRB(finiteness=inf)
42225	7943	bliven	blijven	VRB(finiteness=inf)
42226	7944	Want	want	CONJ(type=coor)
42227	7944	in	in	ADV(type=reg)
42228	7944	mochtse	mogen+zij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
42229	7944	niet	niet	ADV(type=reg)
42230	7944	volscriven	volschrijven	VRB(finiteness=inf)
42231	7945	Alsoe	alzo	ADV(type=reg)
42232	7945	groot	groot	AA(degree=pos,position=free)
42233	7945	alse	als	CONJ(type=sub)
42234	7945	sise	zij+zij	PD(type=pers,position=free)+PD(type=pers,position=free)
42235	7945	dreven	drijven	VRB(finiteness=fin,tense=past)
42236	7946	Daerbi	daarbij	ADV(type=pron)
42237	7946	moetics	moeten+ik	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)
42238	7946	nu	nu	ADV(type=reg)
42239	7946	begeven	begeven	VRB(finiteness=inf)
42240	7947	Ende	en	CONJ(type=coor)
42241	7947	keeren	keren	VRB(finiteness=fin,tense=pres)
42242	7947	voort	voortkomen	VRB(finiteness=fin,tense=pres)
42243	7947	die	die	PD(type=d-p,subtype=art,position=prenom)
42244	7947	tale	taal	NOU-C(number=sg)
42245	7948	Nu	nu	ADV(type=reg)
42246	7948	op	op	ADP(type=pre)
42247	7948	die	die	PD(type=d-p,position=free)
42248	7948	van	van	ADP(type=pre)
42249	7948	Wesemale	wezenmaal	ADV(type=reg)
42250	7949	Daer	daar	ADV(type=reg)
42251	7949	op	op	ADP(type=pre)
42252	7949	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
42253	7949	dach	dag	NOU-C(number=sg)
42254	7949	waert	zijn+het	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
42255	7950	Baenrotse	baanrots	NOU-C(number=sg)
42256	7950	her	her	NOU-C(number=sg)
42257	7950	Geraert	Geraard	NOU-P
42258	7951	Van	Van	NOU-P
42259	7951	Wesemale	Wesemale	NOU-P
42260	7951	die	die	PD(type=d-p,position=free)
42261	7951	men	men	PD(type=pers,position=free)
42262	7951	soude	zullen	VRB(finiteness=fin,tense=past)
42263	7952	Te	te	ADP(type=pre)
42264	7952	rechte	rechte	NOU-C(number=sg)
42265	7952	heeten	heten	VRB(finiteness=inf)
42266	7952	heere	heer	NOU-C(number=sg)
42267	7952	van	van	ADP(type=pre)
42268	7952	Woude	Woude	NOU-P
42269	7953	Want	want	CONJ(type=coor)
42270	7953	doen	toen	CONJ(type=sub)
42271	7953	hem	hij	PD(type=pers,position=free)
42272	7953	dat	dat	PD(type=d-p,position=free)
42273	7953	versceen	verschijnen	VRB(finiteness=pastpart)
42274	7954	Wert	worden	VRB(finiteness=fin,tense=past)
42275	7954	hem	hij	PD(type=pers,position=free)
42276	7954	daer	daar	ADV(type=reg)
42277	7954	met	met	ADP(type=pre)
42278	7954	een	een	PD(type=indef,subtype=art,position=prenom)
42279	7954	scoene	schoon	AA(degree=pos,position=prenom)
42280	7954	leen	leen	NOU-C(number=sg)
42281	7955	Van	van	ADP(type=pre)
42282	7955	Breda	Breda	NOU-P
42283	7955	half	half	AA(degree=pos,position=free)
42284	7955	dat	dat	PD(type=d-p,subtype=art,position=prenom)
42285	7955	lant	land	NOU-C(number=sg)
42286	7956	Daer	daar	ADV(type=pron)
42287	7956	en	ne	ADV(type=reg)
42288	7956	was	zijn	VRB(finiteness=fin,tense=past)
42289	7956	van	van	ADP(type=pre)
42290	7956	Brabant	Brabant	NOU-P
42291	7957	Soe	zo	ADV(type=reg)
42292	7957	goet	goed	AA(degree=pos,position=free)
42293	7957	van	van	ADV(type=pron)
42294	7957	daden	daad	NOU-C(number=pl)
42295	7957	aerm	arm	AA(degree=pos,position=free)
42296	7957	noch	noch	CONJ(type=coor)
42297	7957	rike	rijk	AA(degree=pos,position=free)
42298	7958	Dese	deze	PD(type=d-p,position=free)
42299	7958	en	ne	ADV(type=reg)
42300	7958	was	zijn	VRB(finiteness=fin,tense=past)
42301	7958	wel	wel	ADV(type=reg)
42302	7958	sine	zijn	PD(type=poss,position=prenom)
42303	7958	ghelike	gelijke	NOU-C(number=sg)
42304	7959	Selve	zelf	PD(type=d-p,position=free)
42305	7959	metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42306	7959	lichame	lichaam	NOU-C(number=sg)
42307	7960	Want	want	CONJ(type=coor)
42308	7960	soe	zo	ADV(type=reg)
42309	7960	grooten	groot	AA(degree=pos,position=prenom)
42310	7960	mesquame	miskwaam	NOU-C(number=sg)
42311	7961	En	ne	ADV(type=reg)
42312	7961	dogeden	deugen	VRB(finiteness=fin,tense=past)
42313	7961	nie	nie	ADV(type=reg)
42314	7961	si	zij	PD(type=pers,position=free)
42315	7961	vive	vangen+hij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
42316	7962	Inden	in+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42317	7962	strijt	strijd	NOU-C(number=sg)
42318	7962	selve	zelf	PD(type=d-p,position=free)
42319	7962	metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
42320	7962	live	lijf	NOU-C(number=sg)
42321	7963	Diet	die+het	PD(type=d-p,position=free)+PD(type=pers,position=free)
42322	7963	lijf	lijf	NOU-C(number=sg)
42323	7963	ontdroegen	ontdragen	VRB(finiteness=fin,tense=past)
42324	7963	alse	als	CONJ(type=sub)
42325	7963	hi	hij	PD(type=pers,position=free)
42326	7964	Hi	hij	PD(type=pers,position=free)
42327	7964	hilt	houden	VRB(finiteness=fin,tense=past)
42328	7964	heeren	heer	NOU-C(number=pl)
42329	7964	Godevaerde	Godevaarde	NOU-P
42330	7964	bi	bij	ADV(type=reg)
42331	7965	Van	van	ADP(type=pre)
42332	7965	Brabant	Brabant	NOU-P
42333	7965	daer	daar	ADV(type=pron)
42334	7965	toe	toe	ADV(type=pron)
42335	7965	togen	togen	VRB(finiteness=fin,tense=past)
42336	7966	Die	die	PD(type=d-p,position=free)
42337	7966	van	van	ADP(type=pre)
42338	7966	Luthsenborch	Luxemburg	NOU-P
42339	7966	vermogen	vermogen	NOU-C(number=sg)
42340	7967	Ghelijc	gelijk	CONJ(type=sub)
42341	7967	alsic	als+ik	CONJ(type=sub)+PD(type=pers,position=free)
42342	7967	sprac	spreken	VRB(finiteness=fin,tense=past)
42343	7967	te	te	ADV(type=reg)
42344	7967	voren	voren	ADV(type=reg)
42345	7968	Doen	doen	PD(type=pers,position=free)
42346	7968	horte	horten	VRB(finiteness=fin,tense=past)
